"taxonID","acceptedTaxonID","synonymyStartUseDate","synonymyEndUseDate","kingdom","phylum","class","order","family","subfamily","tribe","genus","subgenus","speciesGroup","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","taxonRank","vernacularName","nameAccordingTo","nameAccordingToID","d20LocalityStatusSource"
"AGODAR","AGODAR",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Europhilus",,"darlingtoni",,"Agonum darlingtoni","Lindroth","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGODEC1","AGODEC1",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"deceptivum",,"Agonum deceptivum","LeConte","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGODEC2","AGODEC2",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"decorum",,"Agonum decorum","Say","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGODEP","AGODEP",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"deplanatum",,"Agonum deplanatum","Menetries","species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGODOL","AGODOL",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Harpalini","Agonoleptus",,,"dolosus",,"Agonoleptus dolosus","Casey","species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOELO","AGOELO",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"elongatulum",,"Agonum elongatulum","Dejean","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOERI","AGOQUI",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",,,"Agonum",,,"ericeti","quinquepunctatum","Agonum ericeti quinquepunctatum",,"subspecies",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416",
"AGOERR","AGOERR",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"errans",,"Agonum errans","Say","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOEXA","AGOEXA",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Europhilus",,"exaratum",,"Agonum exaratum","Mannerheim","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOEXC","AGOEXC",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"excavatum",,"Agonum excavatum","Dejean","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOEXT1","AGOEXT1",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"extensicolle",,"Agonum extensicolle","Say","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOEXT2","AGOEXT2",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"extimum",,"Agonum extimum","Liebherr","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOFAL","AGODEP",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae",,,"Agonum",,,"fallianum",,"Agonum fallianum","Leng","species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416",
"AGOFER1","AGOFER1",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"ferreum",,"Agonum ferreum","Haldeman","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOFER2","AGOFER2",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Platynomicrus",,"ferruginosum",,"Agonum ferruginosum","Dejean","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOFID","AGOFID",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"fidele",,"Agonum fidele","Casey","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOFOS","AGOFOS",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"fossiger",,"Agonum fossiger","Dejean","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOGAL","AGOGAL",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Europhilus",,"galvestonicum",,"Agonum galvestonicum","Casey","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOGRA","AGOGRA",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Europhilus",,"gratiosum",,"Agonum gratiosum","Mannerheim","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOHAR","AGOHAR",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"harrisii",,"Agonum harrisii","LeConte","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOIMI","AGOIMI",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"imitans",,"Agonum imitans","Notman","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063",
"AGOLAE","AGOLAE",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum",,,"laetificum",,"Agonum laetificum","Darlington","species",,"Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov.","www.itis.gov","Retrieved Oct 07, 2014 from the Integrated Taxonomic Information System on-line database, http://www.itis.gov."
"AGOLIM","AGOLIM",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Europhilus",,"limbatum",,"Agonum limbatum","Motschulsky","species",,"Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera: Adephaga) of America, north of Mexico. ZooKeys 245:1-1722.","doi: 10.3897/zookeys.245.3416","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOLUT","AGOLUT",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Europhilus",,"lutulentum",,"Agonum lutulentum","LeConte","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOMEL","AGOMEL",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"melanarium",,"Agonum melanarium","Dejean","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOMET","AGOMET",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"metallescens",,"Agonum metallescens","LeConte","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOMOE","AGOMOE",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"moerens",,"Agonum moerens","Dejean","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOMUE","AGOMUE",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Agonum",,"muelleri",,"Agonum muelleri","Herbst","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Liebherr, J. K., S. L. Montgomery, R. A. Englund, and G. A. Samuelson. 2009. First recorded Hawaiian occurrence of the alien ground Beetle, Agonum muelleri (Coleoptera: Carabidae), from the summit of Mauna Kea, Hawaii Island. Proceedings of the Hawaiian Entomological Society 41:97-103."
"AGOMUI","AGOMUI",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"muiri",,"Agonum muiri","Liebherr","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOMUT","AGOMUT",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"mutatum",,"Agonum mutatum","Gemminger and Harold","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGONIG","AGONIG",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Platynomicrus",,"nigriceps",,"Agonum nigriceps","LeConte","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGONUT","AGONUT",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"nutans",,"Agonum nutans","Say","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOOCT","AGOOCT",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"octopunctatum",,"Agonum octopunctatum","Fabricius","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
"AGOPAC","AGOPAC",20120501,,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Harpalinae","Platynini","Agonum","Olisares",,"pacificum",,"Agonum pacificum","Casey","species",,"Lorenz, W. 2005. Systematic list of extant ground beetles of the world (Insecta, Coleoptera \Geadephaga\: Trachypachidae and Carabidae incl. Paussinae, Cicindelinae, Rhysodinae). 2nd edition. Lorenz Publishing, Tutzing, Germany.","isbn: 3933896061 9783933896063","Bousquet, Y. 2012. Catalogue of Geadephaga (Coleoptera, Adephaga) of America, north of Mexico. ZooKeys, (245), 1."
